idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
611ec3be116703174027b104,1,[105.56370000000298],[105.56390000000597],459724,001,2023-08-01_23h12.26.085,fluency,2022.2.4,Win32,59.98080614
