idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
6047ff03cb24e712c17514b7604603,1,[19.226],[19.226],966351,001,2023-05-02_22h59.18.006,fluency,2022.2.5,Win32,58.82352941
