idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[7.700999999999993],[7.700999999999993],307453,001,2023-05-01_21h34.11.432,fluency,2022.2.5,iPhone,58.82352941
