introLoop.thisRepN,introLoop.thisTrialN,introLoop.thisN,introLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,steps,fams,face_file,cond,instr,term,key_map,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,welcome.started,idTextbox.started,welcomeDone.started,idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,fixCross.started,fixCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,11.548181499994826,11.548181499994826,12.527784499980044,,1,[3.563542600022629],[3.5635475000017323],16.165525000018533,,,,,,,,
