idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
6136cb52db0f1cb2262bbf5d,1,[27.101800000062212],[27.102000000071712],247260,001,2023-05-02_02h04.06.902,fluency,2022.2.5,Linux armv8l,60.03121623
