idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
https://run.pavlovia.org/mnikifo/fluency/https://run.pavlovia.org/mnikifo/fluency/https://run.pavlovia.org/mnikifo/fluency/https://run.pavlovia.org/mnikifo/fluency/,1,[9.578000000000003],[9.578100000000095],135674,001,2023-05-02_24h44.46.861,fluency,2022.2.5,Win32,144.8016218
