idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name
5fcfcee782324714d6ba120d,1,[8.521799999952307],[8.521900000095357],812229,001,2023-05-02_15h51.39.131,fluency,2022.2.5,Win32,12.5007813,,,,,,,,,,,
,,,,812229,001,2023-05-02_15h51.39.131,fluency,2022.2.5,Win32,12.5007813,space,1.7777,,,,,,,,,
,,,,812229,001,2023-05-02_15h51.39.131,fluency,2022.2.5,Win32,12.5007813,,,space,554.3826,,,,,,,
,,,,812229,001,2023-05-02_15h51.39.131,fluency,2022.2.5,Win32,12.5007813,,,,,-0.30416222,-0.320704376,1,0,0,2.713,iQuit
