idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
6136cb52db0f1cb2262bbf5d,1,[39.10470000002533],[39.10499999998137],648081,001,2023-05-02_02h02.09.976,fluency,2022.2.5,Linux armv8l,60.0276127
