idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name,instr_advance_3.keys,instr_advance_3.rt,spec_instr_adv.keys,spec_instr_adv.rt,spec_instr_adv2.keys,spec_instr_adv2.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,steps,fams,face_file,cond,instr,term,key_map,attnKeyResp1.keys,attnKeyResp1.rt,q1.thisRepN,q1.thisTrialN,q1.thisN,q1.thisIndex,q1.ran,attnKeyResp2.keys,attnKeyResp2.rt,q2.thisRepN,q2.thisTrialN,q2.thisN,q2.thisIndex,q2.ran,attnKeyResp3.keys,attnKeyResp3.rt,q3.thisRepN,q3.thisTrialN,q3.thisN,q3.thisIndex,q3.ran,practiceStart.keys,practiceStart.rt,practiceResp.keys,practiceResp.rt,timesRedone,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practiceRepeat.ran,attrRating.keys,attrRating.rt,practiceTrial.thisRepN,practiceTrial.thisTrialN,practiceTrial.thisN,practiceTrial.thisIndex,practiceTrial.ran,key_resp_3.keys,key_resp_3.rt,attnChecker.thisRepN,attnChecker.thisTrialN,attnChecker.thisN,attnChecker.thisIndex,attnChecker.ran,catResp.keys,catResp.rt,catAllKeys.keys,catAllKeys.rt,globalTimesRedone,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,contResp.keys,contResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,contResp_2.keys,contResp_2.rt,respQ1.response,respQ1.rt,respQ2.response,respQ2.rt,respQ3.response,respQ3.rt,respQ4.response,respQ4.rt,surveyContinue1.numClicks,surveyContinue1.timesOn,surveyContinue1.timesOff,respQ5.response,respQ5.rt,respQ6.response,respQ6.rt,respQ7.response,respQ7.rt,respQ8.response,respQ8.rt,surveyContinue2.numClicks,surveyContinue2.timesOn,surveyContinue2.timesOff,respQ9.response,respQ9.rt,respQ10.response,respQ10.rt,respQ11.response,respQ11.rt,respQ12.response,respQ12.rt,surveyContinue3.numClicks,surveyContinue3.timesOn,surveyContinue3.timesOff,respQ13.response,respQ13.rt,respQ14.response,respQ14.rt,respQ15.response,respQ15.rt,surveyContinue4.numClicks,surveyContinue4.timesOn,surveyContinue4.timesOff,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,genderResp2.text,demogexitClick.numClicks,demogexitClick.timesOn,demogexitClick.timesOff,textbox.text,openAnswerClick.numClicks,openAnswerClick.timesOn,openAnswerClick.timesOff,debriefEnd.keys,debriefEnd.rt,exitKey.keys,exitKey.rt
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.4884,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.268,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.8293000000007282],"[""j""]",[0.8293000000007282],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,7,5,img/B05_07.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.6578,,,,,,,,,,,,,,,,,,,,,,,space,3.3056,0,0,0,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.27269999999927563],"[""j""]",[0.27269999999927563],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,4,9,img/B09_04.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0798,,,,,,,,,,,,,,,,,,,,,,,space,2.5162,0,1,1,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.6130999999996334],"[""j""]",[0.6131999999992388],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,5,7,img/B07_05.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5896,,,,,,,,,,,,,,,,,,,,,,,space,1.1474,0,2,2,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.8760999999996102],"[""j""]",[0.8760000000000048],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,2,2,img/B02_02.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.4526,,,,,,,,,,,,,,,,,,,,,,,space,1.0821,0,3,3,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[1.0183999999994455],"[""j""]",[1.0183999999994455],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,10,5,img/B05_10.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2.0333,,,,,,,,,,,,,,,,,,,,,,,space,0.9326,0,4,4,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[1.0732999999998185],"[""j""]",[1.0732999999998185],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,7,4,img/B04_07.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3677,,,,,,,,,,,,,,,,,,,,,,,space,0.7372,0,5,5,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.3764000000003591],"[""j""]",[0.3762999999998158],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,2,1,img/B01_02.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3613,,,,,,,,,,,,,,,,,,,,,,,space,0.7804,0,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.25039999999944484],"[""j""]",[0.250299999999811],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,10,4,img/B04_10.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.416,,,,,,,,,,,,,,,,,,,,,,,space,0.592,0,7,7,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.5910000000000082],"[""j""]",[0.5910999999996136],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,0,3,img/B03_00.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.954,,,,,,,,,,,,,,,,,,,,,,,space,2.0791,0,8,8,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.521299999999826],"[""j""]",[0.5213999999994314],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,0,4,img/B04_00.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3394,,,,,,,,,,,,,,,,,,,,,,,space,1.4669,0,9,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.257599999999627],"[""j""]",[0.257599999999627],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,4,3,img/B03_04.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3061,,,,,,,,,,,,,,,,,,,,,,,space,0.4251,0,10,10,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.5008000000007371],"[""j""]",[0.5008000000007371],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,5,8,img/B08_05.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9598,,,,,,,,,,,,,,,,,,,,,,,space,0.2941,0,11,11,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.47940000000036775],"[""j""]",[0.47940000000036775],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,1,1,img/B01_01.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5701,,,,,,,,,,,,,,,,,,,,,,,space,0.2382,0,12,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.4044000000003791],"[""j""]",[0.4044000000003791],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,7,6,img/B06_07.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.4437,,,,,,,,,,,,,,,,,,,,,,,space,0.2046,0,13,13,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.9861000000005617],"[""j""]",[0.9862000000001672],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,6,2,img/B02_06.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5272,,,,,,,,,,,,,,,,,,,,,,,space,0.3635,0,14,14,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.5567000000001769],"[""j""]",[0.5567000000001769],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,8,4,img/B04_08.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3747,,,,,,,,,,,,,,,,,,,,,,,space,0.5041,0,15,15,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[1.1564000000003603],"[""j""]",[1.156299999999817],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,9,6,img/B06_09.jpg,CONTROL,Press J as soon as you see a face, ,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4674,,,,,,,,,,,,,,,,,,,,,,,space,1.7578,0,16,16,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,550104,001,2023-07-27_19h59.43.176,fluency,2022.2.4,Win32,143.8434983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""j""]",[0.9592999999998142],"[""j""]",[0.9592000000002088],0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
