idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[1.5160000000000018],[1.5160000000000018],159085,001,2023-05-01_21h35.20.362,fluency,2022.2.5,iPhone,62.5
