text.started,instr_advance.started,instr_advance.keys,instr_advance.rt,participant,session,date,expName,psychopyVersion,frameRate,
10.148629100000107,10.148629100000107,space,0.6348140000000058,557795,001,2022-11-27_23h20.18.246,fluency,2022.2.4,60.36307180435764,
