idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[2.0805999999940354],[2.0805999999940354],919162,001,2023-10-24_21h31.27.799,fluency,2022.2.5,Win32,15.00442631
