idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[3.4824000000953674],[3.482599999904636],013162,001,2023-05-01_20h03.16.695,fluency,2022.2.5,Linux armv81,30.1295571
