idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name,instr_advance_3.keys,instr_advance_3.rt,spec_instr_adv.keys,spec_instr_adv.rt,spec_instr_adv2.keys,spec_instr_adv2.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,steps,fams,face_file,cond,instr,term,key_map
613a7a5f8b312649e7a5b4ee,1,[6.153000000000006],[6.153000000000006],431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,space,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,,,space,0.896,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,,,,,0.267777778,-0.373333333,1,0,0,3.141,iAgree,,,,,,,,,,,,,,,,,,
,,,,431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,,,,,,,,,,,,space,2.006,,,,,,,,,,,,,,,,
,,,,431059,001,2024-02-06_11h44.09.755,fluency,2022.2.5,MacIntel,58.82352941,,,,,,,,,,,,,,space,2.35,space,1.976,0,0,0,59,1,4,6,img/B06_04.jpg,BLEND,Press J if the face is a NON-BLEND and K if the face is a BLEND,A blend is a computer-generated image created by combining together multiple photos of real human faces. A non-blend is a regular photo of a human face.,KJ
