idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name
613ab42cc7671492eb86b441,1,[1.4833999999999072],[1.4835000000000012],917867,001,2023-05-01_19h57.13.373,fluency,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,
,,,,917867,001,2023-05-01_19h57.13.373,fluency,2022.2.5,MacIntel,59.99880002,space,1.0806,,,,,,,,,
,,,,917867,001,2023-05-01_19h57.13.373,fluency,2022.2.5,MacIntel,59.99880002,,,space,1.1174,,,,,,,
,,,,917867,001,2023-05-01_19h57.13.373,fluency,2022.2.5,MacIntel,59.99880002,,,,,-0.260421007,-0.328216146,1,0,0,1.6113,iQuit
