idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt
5f279fd46a00a71cf536b06f,1,[18.014799999952317],[18.014799999952317],495327,001,2023-05-01_21h04.19.121,fluency,2022.2.5,Win32,60.06366749,,,,
,,,,495327,001,2023-05-01_21h04.19.121,fluency,2022.2.5,Win32,60.06366749,space,35.2318,,
,,,,495327,001,2023-05-01_21h04.19.121,fluency,2022.2.5,Win32,60.06366749,,,space,44.9841
