idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[12.430899999976159],[12.431100000023843],417344,001,2024-02-05_20h22.49.863,fluency,2022.2.5,Win32,60.24096386
