idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
61574002e457b8c50f26f997,1,[26.33040000009538],[26.33040000009538],139541,001,2023-10-24_13h01.21.697,fluency,2022.2.5,Win32,60.09615385
