idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[5.275599999999628],[5.275999999999996],088366,001,2023-05-01_21h32.26.018,fluency,2022.2.5,Linux armv8l,30.0562051
