idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
5f600669b846780f0fe45709,1,[15.543399999856952],[15.543500000000002],353315,001,2023-05-02_01h48.57.004,fluency,2022.2.5,Win32,5.452473515
