idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
5fc2d2d79da439201ab6addc,1,[10.329700000047684],[10.329800000071526],537160,001,2023-10-24_22h42.53.898,fluency,2022.2.5,Win32,59.9268892
