idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
,1,[26.261599999994036],[26.26169999998808],054259,001,05-01-2023_21h36.31.630,fluency,2022.2.5,Linux armv8l,59.97720866
