idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name
test,1,[3.25],[3.2509999999999977],087341,001,2023-08-01_17h07.31.402,fluency,2022.2.4,Win32,59.95203837,,,,,,,,,,,
,,,,087341,001,2023-08-01_17h07.31.402,fluency,2022.2.4,Win32,59.95203837,space,0.373,,,,,,,,,
,,,,087341,001,2023-08-01_17h07.31.402,fluency,2022.2.4,Win32,59.95203837,,,space,0.327,,,,,,,
,,,,087341,001,2023-08-01_17h07.31.402,fluency,2022.2.4,Win32,59.95203837,,,,,-0.34537037,-0.324074074,1,0,0,1.661,iQuit
