idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name,instr_advance_3.keys,instr_advance_3.rt
610735f9483f643d0908cb65,1,[3.9173000000119202],[3.9173000000119202],802927,001,2023-05-01_19h15.40.583,fluency,2022.2.5,Win32,143.5956347,,,,,,,,,,,,,
,,,,802927,001,2023-05-01_19h15.40.583,fluency,2022.2.5,Win32,143.5956347,space,18.3976,,,,,,,,,,,
,,,,802927,001,2023-05-01_19h15.40.583,fluency,2022.2.5,Win32,143.5956347,,,space,14.9418,,,,,,,,,
,,,,802927,001,2023-05-01_19h15.40.583,fluency,2022.2.5,Win32,143.5956347,,,,,0.32916673,-0.347916656,1,0,0,12.1528,iAgree,,
,,,,802927,001,2023-05-01_19h15.40.583,fluency,2022.2.5,Win32,143.5956347,,,,,,,,,,,,space,8.3693
