idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate
 ,1,[2.74989999985695],[2.75],223306,001,2023-05-01_21h06.39.920,fluency,2022.2.5,Win32,120.5690861
